1000_1201.avi.bmp	0.38474
1000_1135.avi.bmp	0.32402
1000_1123.avi.bmp	0.31048
1000_1074.avi.bmp	0.31387
1000_1065.avi.bmp	0.42311
1000_1026.avi.bmp	0.33725
1000_1022.avi.bmp	0.32320
1000_1012.avi.bmp	0.30700
1000_1007.avi.bmp	0.34647
1000_1006.avi.bmp	0.32444
1000_0992.avi.bmp	0.31775
1000_0983.avi.bmp	0.34078
1000_0981.avi.bmp	0.34913
1000_0968.avi.bmp	0.34551
1000_0951.avi.bmp	0.34922
1000_0929.avi.bmp	0.49108
1000_0870.avi.bmp	0.35370
1000_0860.avi.bmp	0.44731
1000_0848.avi.bmp	0.32820
1000_0832.avi.bmp	0.49900
1000_0830.avi.bmp	0.31013
1000_0821.avi.bmp	0.38608
1000_0808.avi.bmp	0.33817
1000_0807.avi.bmp	0.30669
1000_0742.avi.bmp	0.32669
1000_0734.avi.bmp	0.44967
1000_0723.avi.bmp	0.33001
1000_0685.avi.bmp	0.38022
1000_0648.avi.bmp	0.36630
1000_0635.avi.bmp	0.35258
1000_0624.avi.bmp	0.35141
1000_0619.avi.bmp	0.52293
1000_0589.avi.bmp	0.33076
1000_0553.avi.bmp	0.37662
1000_0551.avi.bmp	0.39344
1000_0540.avi.bmp	0.32313
1000_0527.avi.bmp	0.32071
1000_0500.avi.bmp	0.30332
1000_0496.avi.bmp	0.31239
1000_0479.avi.bmp	0.31030
1000_0475.avi.bmp	0.34557
1000_0450.avi.bmp	0.33005
1000_0424.avi0+1i.bmp	0.31069
1000_0354.avi0+1i.bmp	0.32525
1000_0300.avi0+1i.bmp	0.31644
1000_0276.avi0+1i.bmp	0.31029
1000_0257.avi0+1i.bmp	0.35299
1000_0235.avi0+1i.bmp	0.38098
1000_0231.avi0+1i.bmp	0.31039
1000_0225.avi0+1i.bmp	0.48167
1000_0224.avi0+1i.bmp	0.32178
1000_0209.avi0+1i.bmp	0.39080
1000_0173.avi0+1i.bmp	0.30197
1000_0159.avi0+1i.bmp	0.40249
1000_0157.avi0+1i.bmp	0.31237
1000_0150.avi0+1i.bmp	0.30089
1000_0117.avi0+1i.bmp	0.48053
1000_0116.avi0+1i.bmp	0.32125
1000_0062.avi0+1i.bmp	0.39537
1000_0001.avi0+1i.bmp	0.37397
